Year,Month,News_Based_Policy_Uncert_Index
1962,10.0,43.53244520401565
1962,9.0,49.97210136708532
1962,8.0,55.1224660760168
1962,7.0,51.63606124673852
1962,6.0,53.72514221301877
1962,5.0,29.90237357296468
1962,4.0,35.0668739173443
1962,3.0,31.64882836913513
1962,2.0,28.51025055697116
1962,1.0,43.64852336764313
1961,12.0,34.20831927921978
1961,11.0,37.85669122703419
1961,10.0,29.784791460702
1961,9.0,34.10834744235552
1961,8.0,39.54564036159648
1961,7.0,34.11669695029579
1961,6.0,42.02440701390189
1961,5.0,34.99201728182655
1961,4.0,22.45348638091934
1961,3.0,29.45774560576379
1961,2.0,30.76358790350319
1961,1.0,45.98219231541418
1960,12.0,33.63793008993715
1960,11.0,49.29368717755681
1960,10.0,32.35335051428167
1960,9.0,33.1234685274878
1960,8.0,37.13847796327752
1960,7.0,38.62143058650063
1960,6.0,33.49145438320502
1960,5.0,34.76274290540455
1960,4.0,34.0780980715302
1960,3.0,26.08686329406551
1960,2.0,43.3934077457059
1960,1.0,45.83526468323009
1959,12.0,33.62504651024936
1959,11.0,27.31973815284862
1959,10.0,26.40721917059195
1959,9.0,33.90535882828674
1959,8.0,30.14625773612867
1959,7.0,31.60496196583935
1959,6.0,27.02228971070668
1959,5.0,26.52694237229096
1959,4.0,30.38309630741049
1959,3.0,32.48157880481426
1959,2.0,35.48417150762269
1959,1.0,32.46114584749458
1958,12.0,36.66877924641391
1958,11.0,34.48323812628953
1958,10.0,30.09058941078422
1958,9.0,23.56076300712799
1958,8.0,30.38144418649596
1958,7.0,44.65729506255288
1958,6.0,42.00758946019788
1958,5.0,53.7462938058932
1958,4.0,39.66128882561391
1958,3.0,39.76089023177985
1958,2.0,41.42732458849787
1958,1.0,49.83979833887114
1957,12.0,44.43880762806614
1957,11.0,38.60612439004579
1957,10.0,23.64754010251787
1957,9.0,25.65645245706637
1957,8.0,37.40061695125502
1957,7.0,41.4312363366722
1957,6.0,40.46621991584874
1957,5.0,32.47182166022034
1957,4.0,30.69218368209384
1957,3.0,30.22292207345426
1957,2.0,43.27649240870019
1957,1.0,56.51106259176228
1956,12.0,40.62829075498041
1956,11.0,48.4642113492509
1956,10.0,33.70362967859227
1956,9.0,21.94447014973539
1956,8.0,28.82600568422438
1956,7.0,40.88738480261766
1956,6.0,29.77559737076955
1956,5.0,30.22887119046937
1956,4.0,38.20358475878871
1956,3.0,45.70792542637349
1956,2.0,50.98711111495488
1956,1.0,51.98445872712826
1955,12.0,28.03238013890247
1955,11.0,36.9756218110654
1955,10.0,30.72699675912254
1955,9.0,30.29513383378596
1955,8.0,32.80234215510885
1955,7.0,26.70714208979871
1955,6.0,23.62189888957974
1955,5.0,35.33110213446035
1955,4.0,40.43146610773178
1955,3.0,42.57159983285533
1955,2.0,53.74164119632222
1955,1.0,55.49054824371559
1954,12.0,32.90335860654239
1954,11.0,42.83280533547305
1954,10.0,43.42709471341168
1954,9.0,44.30973475554137
1954,8.0,36.31647001784986
1954,7.0,35.61130332328824
1954,6.0,57.60301079567418
1954,5.0,36.60058295485207
1954,4.0,33.64402737923159
1954,3.0,54.56203406390518
1954,2.0,66.41369013813411
1954,1.0,70.05537951615072
1953,12.0,52.9791096038178
1953,11.0,56.21800745770248
1953,10.0,47.95166861781887
1953,9.0,33.66580129567921
1953,8.0,44.87316725630944
1953,7.0,53.86238678674862
1953,6.0,74.4491617495929
1953,5.0,44.27015053111824
1953,4.0,58.25757665684444
1953,3.0,72.7611016487066
1953,2.0,42.60120465426557
1953,1.0,42.51709465990363
1952,12.0,48.10459722731584
1952,11.0,50.28921967930838
1952,10.0,63.92606278352475
1952,9.0,40.62543102998932
1952,8.0,41.55663453666958
1952,7.0,58.37101735389985
1952,6.0,65.03535455273229
1952,5.0,62.85959280304371
1952,4.0,42.34791155136409
1952,3.0,43.06722869860178
1952,2.0,42.19240474420677
1952,1.0,70.91930539940097
1951,12.0,35.97960774940601
1951,11.0,41.27049163944055
1951,10.0,45.35029681298148
1951,9.0,51.52090915985686
1951,8.0,55.52988798387783
1951,7.0,88.51915687797602
1951,6.0,60.47436731067962
1951,5.0,65.61259670993394
1951,4.0,60.76774101513998
1951,3.0,54.94166626077777
1951,2.0,51.64266973039666
1951,1.0,97.29051129750164
1950,12.0,67.387685799085
1950,11.0,72.26731752783783
1950,10.0,55.63600156172033
1950,9.0,57.42730810684411
1950,8.0,66.34370837060634
1950,7.0,78.2022174127543
1950,6.0,60.90484482520447
1950,5.0,41.58758031720775
1950,4.0,42.23950871180593
1950,3.0,39.71388998477623
1950,2.0,49.59324707467922
1950,1.0,74.30217484849709
1949,12.0,48.7278320600217
1949,11.0,37.55261207539221
1949,10.0,48.691026065836
1949,9.0,53.80079157023095
1949,8.0,52.86466133526296
1949,7.0,66.25606446738236
1949,6.0,56.18190528184361
1949,5.0,44.31493560254587
1949,4.0,54.1527896370084
1949,3.0,58.47041131887473
1949,2.0,72.50230394562801
1949,1.0,102.5613697039847
1948,12.0,58.42698943241695
1948,11.0,68.20144054855396
1948,10.0,68.99615516012895
1948,9.0,76.21752381726236
1948,8.0,51.40392714532545
1948,7.0,65.23048262738256
1948,6.0,54.7126956375284
1948,5.0,51.27586184430012
1948,4.0,64.30473926919564
1948,3.0,52.88775398499661
1948,2.0,63.11258956138651
1948,1.0,88.50567320055694
1947,12.0,87.83045212364802
1947,11.0,101.6655201031527
1947,10.0,63.51749994911288
1947,9.0,84.24446070543172
1947,8.0,82.97003093091038
1947,7.0,83.29163886319715
1947,6.0,104.3271387567658
1947,5.0,120.8393834792134
1947,4.0,114.0722073099116
1947,3.0,96.71560285369945
1947,2.0,112.759771345742
1947,1.0,84.6543052300598
1946,12.0,88.53723389605433
1946,11.0,84.51598640730481
1946,10.0,86.23241409106895
1946,9.0,89.02879543273318
1946,8.0,85.67447137325006
1946,7.0,126.3439095702005
1946,6.0,86.77042763731785
1946,5.0,82.59567366718197
1946,4.0,97.83711883595174
1946,3.0,111.8694782053849
1946,2.0,81.0928363240727
1946,1.0,96.19151750170758
1945,12.0,102.8849779620424
1945,11.0,97.89179440702468
1945,10.0,133.8118665345957
1945,9.0,130.2259492025191
1945,8.0,153.8819499421867
1945,7.0,110.3933118725551
1945,6.0,96.85577382994606
1945,5.0,85.48607032008137
1945,4.0,92.11566852802477
1945,3.0,100.2622545317535
1945,2.0,74.43086247309559
1945,1.0,71.29604823682662
1944,12.0,112.7746626598147
1944,11.0,88.47981713781377
1944,10.0,108.2591865333584
1944,9.0,112.8206701525468
1944,8.0,77.21968702851397
1944,7.0,84.69594164055167
1944,6.0,70.1456979290166
1944,5.0,90.37671865780241
1944,4.0,145.5222181146411
1944,3.0,74.79618122778486
1944,2.0,97.86571608586252
1944,1.0,83.61191324496997
1943,12.0,91.57743272335684
1943,11.0,99.65400732510192
1943,10.0,88.57620320551825
1943,9.0,117.4940979287694
1943,8.0,94.3831489186189
1943,7.0,114.3481040940249
1943,6.0,115.0692585775263
1943,5.0,132.8748991262495
1943,4.0,102.4992855189452
1943,3.0,148.2071739022489
1943,2.0,90.9702227226606
1943,1.0,108.8162402175013
1942,12.0,149.3841063169708
1942,11.0,99.95901996210368
1942,10.0,124.6637840948724
1942,9.0,157.6234481675604
1942,8.0,133.3669051797663
1942,7.0,139.4993113044163
1942,6.0,117.3776345172157
1942,5.0,164.773279248233
1942,4.0,159.5512436077894
1942,3.0,114.483978074171
1942,2.0,121.4550392998315
1942,1.0,159.5665794387001
1941,12.0,153.6473932240066
1941,11.0,100.0734089617468
1941,10.0,88.13531658837046
1941,9.0,82.73214033644531
1941,8.0,104.9266437989369
1941,7.0,109.4918317251086
1941,6.0,119.2938725196569
1941,5.0,97.11018563355648
1941,4.0,95.02480897425949
1941,3.0,118.5772372906751
1941,2.0,129.5619151326996
1941,1.0,137.0992167238214
1940,12.0,123.1024927875672
1940,11.0,110.3993869360077
1940,10.0,142.4376416896792
1940,9.0,149.9004867104374
1940,8.0,164.3732140940407
1940,7.0,123.6214661959222
1940,6.0,175.1717134670865
1940,5.0,141.4961550268134
1940,4.0,135.1153380758658
1940,3.0,131.3660608058274
1940,2.0,113.588572990177
1940,1.0,154.6080681970457
1939,12.0,108.228514871537
1939,11.0,121.6017298563686
1939,10.0,177.3422891869985
1939,9.0,176.2678919895733
1939,8.0,115.0452546682748
1939,7.0,111.3406513404545
1939,6.0,97.01209558463971
1939,5.0,126.9454149381426
1939,4.0,135.2578798085817
1939,3.0,98.46559155873192
1939,2.0,112.4435717016508
1939,1.0,117.277544142528
1938,12.0,98.23370194157972
1938,11.0,108.0187029240051
1938,10.0,131.2366323198322
1938,9.0,174.9639018453255
1938,8.0,107.3371104390849
1938,7.0,93.91314644858265
1938,6.0,131.3891015952632
1938,5.0,140.7748523710326
1938,4.0,137.3145851318283
1938,3.0,126.1265408364227
1938,2.0,139.5197590789639
1938,1.0,201.8056806767379
1937,12.0,163.9070641032671
1937,11.0,176.9893428176333
1937,10.0,95.1933549419979
1937,9.0,127.6516040214316
1937,8.0,121.7490131020231
1937,7.0,115.5148867076127
1937,6.0,135.7552200641544
1937,5.0,99.70653439812457
1937,4.0,111.2496735609456
1937,3.0,87.29718009033766
1937,2.0,94.69801501219614
1937,1.0,131.3204978299333
1936,12.0,72.99134655355822
1936,11.0,92.31229314269629
1936,10.0,95.13304882431039
1936,9.0,90.53437396301003
1936,8.0,103.097086579904
1936,7.0,94.56177060135178
1936,6.0,152.5273589645476
1936,5.0,151.9995693055725
1936,4.0,121.0554927486169
1936,3.0,121.7453087950398
1936,2.0,127.4520159611734
1936,1.0,194.1657697821797
1935,12.0,139.0593137209445
1935,11.0,109.4326368995161
1935,10.0,139.1176935990007
1935,9.0,157.3226584405195
1935,8.0,127.0014240597295
1935,7.0,138.3331213799459
1935,6.0,173.8664638584644
1935,5.0,211.2781122359156
1935,4.0,150.2906243219145
1935,3.0,235.1395538408749
1935,2.0,182.1268461727189
1935,1.0,180.5511080681791
1934,12.0,130.180163968206
1934,11.0,125.5065880197041
1934,10.0,169.4593757543384
1934,9.0,169.5688009826239
1934,8.0,126.7683490643427
1934,7.0,130.1663098600886
1934,6.0,160.8401942656851
1934,5.0,154.9552358475169
1934,4.0,129.2752758583348
1934,3.0,143.8159402320111
1934,2.0,101.6791519528511
1934,1.0,134.865223268356
1933,12.0,136.4877097270246
1933,11.0,129.8596673280142
1933,10.0,105.7411468184165
1933,9.0,94.4877585478262
1933,8.0,80.52570692493533
1933,7.0,66.61824937836379
1933,6.0,121.1654365798801
1933,5.0,112.6013010929981
1933,4.0,132.7952565261094
1933,3.0,99.44382494687166
1933,2.0,119.4347102711605
1933,1.0,131.8276915420814
1932,12.0,141.066233158336
1932,11.0,174.456337702479
1932,10.0,116.1286903747392
1932,9.0,64.88173694213643
1932,8.0,74.71379744047712
1932,7.0,113.4625524666064
1932,6.0,165.5856337696623
1932,5.0,190.2850637003751
1932,4.0,114.7700987455581
1932,3.0,108.3066016627442
1932,2.0,100.1649053442334
1932,1.0,117.845192144643
1931,12.0,100.7818206292258
1931,11.0,60.72800120982355
1931,10.0,75.6224639434712
1931,9.0,64.16844299805352
1931,8.0,72.82309693037847
1931,7.0,53.06381228729708
1931,6.0,72.94316092831994
1931,5.0,69.72013973416554
1931,4.0,58.74478192851096
1931,3.0,77.17323501894387
1931,2.0,71.97429202823389
1931,1.0,70.5644105645626
1930,12.0,63.62250223486041
1930,11.0,77.88690680233907
1930,10.0,57.40713445101326
1930,9.0,61.07021249755122
1930,8.0,59.10830039000635
1930,7.0,52.83590850445889
1930,6.0,87.94817499957607
1930,5.0,52.36449098915503
1930,4.0,56.55649221260499
1930,3.0,65.1767183158275
1930,2.0,78.42321636737569
1930,1.0,63.7197032501012
1929,12.0,75.81005004910357
1929,11.0,59.97715300154434
1929,10.0,55.10436683209659
1929,9.0,65.50800189795457
1929,8.0,65.56918223209011
1929,7.0,71.42847721147822
1929,6.0,79.38507671864942
1929,5.0,68.06065465734811
1929,4.0,81.8770381124292
1929,3.0,74.9243502494057
1929,2.0,90.89050603638081
1929,1.0,65.4403834782821
1928,12.0,45.02996316229694
1928,11.0,61.00888399113634
1928,10.0,54.07630310641801
1928,9.0,54.61353874820045
1928,8.0,75.01540211505429
1928,7.0,62.90781547135181
1928,6.0,47.83356790257853
1928,5.0,41.83208680394491
1928,4.0,51.79482043542716
1928,3.0,44.91890803893876
1928,2.0,49.88764316786695
1928,1.0,61.20853132030622
1927,12.0,64.52144122771645
1927,11.0,49.07159174806838
1927,10.0,50.89272537302138
1927,9.0,53.29942102866044
1927,8.0,54.52116814926583
1927,7.0,65.68305262875558
1927,6.0,57.77877275341598
1927,5.0,52.67005186359032
1927,4.0,51.70291657917243
1927,3.0,43.03483823834014
1927,2.0,50.01869414032078
1927,1.0,59.18453502772188
1926,12.0,62.0916158792739
1926,11.0,84.53487837291944
1926,10.0,58.72114104134378
1926,9.0,62.54091868188767
1926,8.0,66.77394880948424
1926,7.0,64.70725667461083
1926,6.0,49.91017276293915
1926,5.0,59.49648953601027
1926,4.0,39.02774120226667
1926,3.0,43.11169519962885
1926,2.0,54.62722245819662
1926,1.0,52.51621940318943
1925,12.0,53.24467878006181
1925,11.0,66.76322854507468
1925,10.0,69.76167983267584
1925,9.0,53.3688101070709
1925,8.0,58.13234885496831
1925,7.0,33.30053440128771
1925,6.0,55.5961728530363
1925,5.0,65.02545664447301
1925,4.0,62.05057215789936
1925,3.0,65.35820713216543
1925,2.0,47.30826012928219
1925,1.0,78.596207503494
1924,12.0,77.57885663361103
1924,11.0,100.6583931205435
1924,10.0,104.7444659815001
1924,9.0,58.98926618940623
1924,8.0,85.83227485073701
1924,7.0,73.27120694614364
1924,6.0,91.37962273045068
1924,5.0,123.7996433618171
1924,4.0,81.89933804046842
1924,3.0,77.11322524581503
1924,2.0,60.34196797048389
1924,1.0,80.4895528887787
1923,12.0,65.94435444335485
1923,11.0,62.57190150549567
1923,10.0,67.12431698118907
1923,9.0,63.22358541583297
1923,8.0,66.01486963108823
1923,7.0,86.3769561495558
1923,6.0,62.72443004983847
1923,5.0,64.41382370123874
1923,4.0,61.30518409811349
1923,3.0,48.19808652695941
1923,2.0,57.68766902746964
1923,1.0,79.20949256764281
1922,12.0,50.35531192450374
1922,11.0,57.14483988214248
1922,10.0,48.91262511818868
1922,9.0,66.15134370896557
1922,8.0,65.63348900131953
1922,7.0,68.23257895305525
1922,6.0,65.63611905927766
1922,5.0,58.81778641053708
1922,4.0,60.35594802503871
1922,3.0,60.03712573160335
1922,2.0,72.63362162818464
1922,1.0,74.33351328557548
1921,12.0,72.67908088348322
1921,11.0,55.61292372921461
1921,10.0,65.59640888841709
1921,9.0,103.8706940502883
1921,8.0,101.4292594037602
1921,7.0,73.96172681089344
1921,6.0,77.66835269032663
1921,5.0,70.17089462511676
1921,4.0,69.65597372860148
1921,3.0,68.96780980309302
1921,2.0,49.32485521651397
1921,1.0,51.59019451767178
1920,12.0,60.07421325311977
1920,11.0,50.89763728408118
1920,10.0,71.99479166307925
1920,9.0,53.84872530259435
1920,8.0,82.25346978806826
1920,7.0,62.1296146603082
1920,6.0,93.43032707638433
1920,5.0,52.23473652414534
1920,4.0,49.13420194469946
1920,3.0,65.55603935091351
1920,2.0,66.25150076117899
1920,1.0,54.07817748575155
1919,12.0,111.763016422686
1919,11.0,95.68795401040299
1919,10.0,85.01288214603953
1919,9.0,88.6717743256864
1919,8.0,100.9060630854444
1919,7.0,107.8240786351045
1919,6.0,95.63216714723508
1919,5.0,98.17317356547323
1919,4.0,84.65274942112684
1919,3.0,107.2839165908053
1919,2.0,132.6922767919747
1919,1.0,149.5882877178881
1918,12.0,190.0224283352618
1918,11.0,170.3888604625784
1918,10.0,79.39411522768857
1918,9.0,80.35545697598464
1918,8.0,83.83832048778693
1918,7.0,130.3661201787657
1918,6.0,101.3799180347432
1918,5.0,113.9606335835758
1918,4.0,89.73483634374283
1918,3.0,87.71702624382054
1918,2.0,122.756214170772
1918,1.0,115.8013778096982
1917,12.0,105.8250864146572
1917,11.0,88.6031705603564
1917,10.0,83.21429293338666
1917,9.0,99.19682175722777
1917,8.0,107.9390603238649
1917,7.0,119.2415677050533
1917,6.0,77.69361606395246
1917,5.0,58.12508841328111
1917,4.0,90.78648909629082
1917,3.0,60.65441885590805
1917,2.0,88.45736903749521
1917,1.0,45.76466059212913
1916,12.0,69.31711854300063
1916,11.0,67.06038064265796
1916,10.0,78.60932075021475
1916,9.0,60.5464753504158
1916,8.0,91.2321172263772
1916,7.0,68.74646264361522
1916,6.0,87.2205750219238
1916,5.0,83.1928820390234
1916,4.0,87.1496745862642
1916,3.0,100.2690704566027
1916,2.0,89.881971417118
1916,1.0,74.10184592684229
1915,12.0,81.6601138954894
1915,11.0,88.13450164083413
1915,10.0,83.71015146616607
1915,9.0,96.68174548787243
1915,8.0,125.6023813982912
1915,7.0,92.43446118700427
1915,6.0,93.63154503171512
1915,5.0,102.5311425590013
1915,4.0,69.8942717968347
1915,3.0,111.8042824024795
1915,2.0,117.585816569675
1915,1.0,98.92425884939938
1914,12.0,74.59051810407418
1914,11.0,110.1818700299506
1914,10.0,81.64744516560664
1914,9.0,135.1475655466202
1914,8.0,167.9369055842178
1914,7.0,113.5624946690148
1914,6.0,120.9225822140574
1914,5.0,62.88937543118914
1914,4.0,75.95466619373012
1914,3.0,59.83611521746364
1914,2.0,73.83674349327819
1914,1.0,102.7545863562316
1913,12.0,115.1321577101021
1913,11.0,100.8319028596395
1913,10.0,91.99557489562743
1913,9.0,82.99121956685464
1913,8.0,80.75226234003162
1913,7.0,78.6591066360698
1913,6.0,88.08856823424169
1913,5.0,78.89040356410464
1913,4.0,100.6807671347224
1913,3.0,80.47925491536525
1913,2.0,78.93478116176412
1913,1.0,68.7078044959379
1912,12.0,72.43675252925222
1912,11.0,95.51644459707796
1912,10.0,44.15482063750137
1912,9.0,43.40500963517748
1912,8.0,57.15520453308165
1912,7.0,56.04842428400875
1912,6.0,61.58728930073076
1912,5.0,35.75909035469244
1912,4.0,40.40233543761541
1912,3.0,59.91710618534567
1912,2.0,72.16987202833614
1912,1.0,57.02069373790545
1911,12.0,74.02960453205472
1911,11.0,67.7476407172625
1911,10.0,75.9791887059593
1911,9.0,62.39548018111086
1911,8.0,71.26988101229686
1911,7.0,55.89784420513916
1911,6.0,65.3682383954761
1911,5.0,74.98354507499823
1911,4.0,86.71923411480918
1911,3.0,66.21092378248433
1911,2.0,77.77629619581889
1911,1.0,46.55912331082926
1910,12.0,57.85151793395328
1910,11.0,86.7609446114407
1910,10.0,56.07071680343402
1910,9.0,71.81888153305813
1910,8.0,42.80038524075554
1910,7.0,63.35991873004494
1910,6.0,82.6605731255287
1910,5.0,62.06953080103969
1910,4.0,64.63380026713276
1910,3.0,57.84240533877445
1910,2.0,83.88425389437937
1910,1.0,79.9112364825519
1909,12.0,77.90698414618835
1909,11.0,48.36732890441066
1909,10.0,55.31691996679614
1909,9.0,48.98296249918685
1909,8.0,79.35566452120231
1909,7.0,76.75909349821522
1909,6.0,62.3469611682441
1909,5.0,74.62185654115257
1909,4.0,84.10680865793373
1909,3.0,112.7016137261048
1909,2.0,102.3004383200837
1909,1.0,100.4308004994919
1908,12.0,74.44730959610128
1908,11.0,57.98059080647804
1908,10.0,71.20596689960766
1908,9.0,44.90950650781523
1908,8.0,43.24493171320281
1908,7.0,34.74867394748212
1908,6.0,62.42903379376524
1908,5.0,64.18028196317204
1908,4.0,67.4650095030536
1908,3.0,75.55497147023618
1908,2.0,66.82783906747673
1908,1.0,64.22721553264995
1907,12.0,63.56571520880701
1907,11.0,46.8754711271998
1907,10.0,42.45763312420831
1907,9.0,54.23378060489044
1907,8.0,52.80611105908552
1907,7.0,59.45341585440891
1907,6.0,46.69207088845852
1907,5.0,52.23129151865091
1907,4.0,43.28167843847676
1907,3.0,50.18377287672286
1907,2.0,43.75566674282699
1907,1.0,25.74542991080432
1906,12.0,56.33150001505565
1906,11.0,60.36237129334769
1906,10.0,51.17484539286658
1906,9.0,35.03742467682737
1906,8.0,55.59409103251172
1906,7.0,62.77704602622871
1906,6.0,73.5676329995582
1906,5.0,53.65051524453398
1906,4.0,56.53477756506911
1906,3.0,50.29425012819165
1906,2.0,83.58761299115976
1906,1.0,49.47076786858465
1905,12.0,67.78009785504985
1905,11.0,89.725279231726
1905,10.0,61.38209291969996
1905,9.0,41.45171374567567
1905,8.0,78.31179081331918
1905,7.0,62.31691182999588
1905,6.0,63.3328846976811
1905,5.0,59.88856820434663
1905,4.0,51.6513600345794
1905,3.0,59.44042855412559
1905,2.0,75.37716473503961
1905,1.0,77.1480457314577
1904,12.0,54.96036560242928
1904,11.0,64.5849256407956
1904,10.0,70.02444114422651
1904,9.0,69.98421977900226
1904,8.0,63.71569518994531
1904,7.0,104.234827426743
1904,6.0,76.41829725575515
1904,5.0,71.89673124861837
1904,4.0,58.72311173265886
1904,3.0,77.33170527168781
1904,2.0,77.57004038299085
1904,1.0,78.07767861197703
1903,12.0,70.5958379050086
1903,11.0,57.13710528916143
1903,10.0,55.44319238324156
1903,9.0,58.79382695296933
1903,8.0,63.71296882000563
1903,7.0,51.20858422087013
1903,6.0,50.68080937912294
1903,5.0,49.62960114341295
1903,4.0,69.2879582384284
1903,3.0,61.63963115840424
1903,2.0,73.84428546229611
1903,1.0,64.4139644649041
1902,12.0,78.1054609143515
1902,11.0,92.38393443975258
1902,10.0,92.37185839898716
1902,9.0,52.50782544356536
1902,8.0,48.45630635814862
1902,7.0,39.2984149135336
1902,6.0,54.03828209954182
1902,5.0,65.61647141503843
1902,4.0,84.91227316837413
1902,3.0,55.01608578807149
1902,2.0,78.6275459405724
1902,1.0,80.28248212841437
1901,12.0,112.0222438253746
1901,11.0,94.66475033548646
1901,10.0,115.4731762109812
1901,9.0,83.678516684529
1901,8.0,79.44427154424193
1901,7.0,73.20129926475552
1901,6.0,74.8265565450476
1901,5.0,86.54668749552884
1901,4.0,82.40297561791269
1901,3.0,124.6523007432242
1901,2.0,82.14878607272126
1901,1.0,104.3517353551347
1900,12.0,64.2245928833058
1900,11.0,95.54674582820104
1900,10.0,103.0150732232946
1900,9.0,92.60063639827338
1900,8.0,99.2813540425858
1900,7.0,102.4132715107939
1900,6.0,103.1080513285744
1900,5.0,89.71535168901089
1900,4.0,87.03698956783337
1900,3.0,166.5197859047012
1900,2.0,121.1203922069636
1900,1.0,139.9061923834578